uniqueid,sitetype2,orgunituid,sitename,snu1,snu2,psnu,snu1uid,psnuuid,snu2uid,diff_snu2,gis_na,lon,lat
1159,1,cXN58l7fdGH,General Hospital Egbema,Imo,Ohaji/Egbema,im Ohaji Egbema,xod2zGl32QR,k396XseVgOV,k396XseVgOV,1,0,6.822926118,5.425388817
1160,1,o6YhejQrXrD,Mgbirichi Health Center,Imo,Ohaji/Egbema,im Ohaji Egbema,xod2zGl32QR,k396XseVgOV,k396XseVgOV,0,0,6.94892,5.34978
1161,1,GziCtj703RW,Umuokanne Health Center,Imo,Ohaji/Egbema,im Ohaji Egbema,xod2zGl32QR,k396XseVgOV,k396XseVgOV,0,0,6.90213,5.34993
1162,1,qFxUp6sjJXp,Mgbara Primary Health Center - Agwa,Imo,Ohaji/Egbema,im Ohaji Egbema,xod2zGl32QR,k396XseVgOV,k396XseVgOV,0,0,6.79806,5.49111
1163,1,w5Q8AnPJWgs,Okigwe General Hospital,Imo,Okigwe,im Okigwe,xod2zGl32QR,Hl9Yfii9vCN,Hl9Yfii9vCN,0,0,7.35628,5.83587
1164,1,nN2Ume37GLM,Imo State University Teaching Hospital,Imo,Orlu,im Orlu,xod2zGl32QR,MHK8b5HRHWg,MHK8b5HRHWg,1,0,7.038203845,5.803115219
1165,1,NYRtPzldgyg,Ndukwu Hospital And Maternity Amaifeke,Imo,Orlu,im Orlu,xod2zGl32QR,MHK8b5HRHWg,MHK8b5HRHWg,0,0,7.02205,5.80138
1166,1,t7d1Jafn7pn,Okwuabala Health Center,Imo,Orlu,im Orlu,xod2zGl32QR,MHK8b5HRHWg,MHK8b5HRHWg,0,0,7.02999,5.81163
1167,1,LHtx7tlBgii,Ezioha Amaifeke Health Center,Imo,Orlu,im Orlu,xod2zGl32QR,MHK8b5HRHWg,MHK8b5HRHWg,0,0,6.98343,5.79794
1168,1,g1UrVmQHvzq,Ebenator Health Center,Imo,Orsu,im Orsu,xod2zGl32QR,jU19ZJn6TI8,jU19ZJn6TI8,1,0,6.981573503,5.844860266
1169,1,caDyXiGHIJY,Isieke Health Center - Awo,Imo,Oru East,im Oru East,xod2zGl32QR,FHkaaPwowJN,FHkaaPwowJN,0,0,6.92405,5.69148
1170,1,f2qyEIuAJVS,Awo Omamma General Hospital,Imo,Oru East,im Oru East,xod2zGl32QR,FHkaaPwowJN,FHkaaPwowJN,0,0,6.92544,5.67113
1171,1,NjwSOkyHfkb,Ibiasoegbe Health Center,Imo,Oru West,im Oru West,xod2zGl32QR,GSZ1YWRPxPk,GSZ1YWRPxPk,0,0,6.89809,5.76959
1172,1,agbAWTBDp3E,Federal Medical Center - Owerri,Imo,Owerri-Municipal,im Owerri Municipal,xod2zGl32QR,mVuyipSx9aU,mVuyipSx9aU,0,0,7.02048,5.49692
1173,1,XZ1ZMeWfpUp,St. David Hospital,Imo,Owerri-Municipal,im Owerri Municipal,xod2zGl32QR,mVuyipSx9aU,mVuyipSx9aU,0,0,7.0365,5.49376
1174,1,iNAUwryamCV,Akwakuma Health Center,Imo,Owerri North,im Owerri North,xod2zGl32QR,FjiNyXde6Ae,xmRjV3Gx1H6,1,0,7.090015235,5.450696106
1175,1,zfdD2sjZ6zu,Naze Health Center,Imo,Owerri North,im Owerri North,xod2zGl32QR,FjiNyXde6Ae,xmRjV3Gx1H6,1,0,7.090015235,5.450696106
1176,1,uRxRCcfJZfW,Holy Rosary Hospital - Emekuku,Imo,Owerri North,im Owerri North,xod2zGl32QR,FjiNyXde6Ae,xmRjV3Gx1H6,0,0,7.11404,5.47239
1177,1,pqZOGfwliKS,Ihitte-Ogada Health Center,Imo,Owerri North,im Owerri North,xod2zGl32QR,FjiNyXde6Ae,xmRjV3Gx1H6,0,0,7.10102,5.48439
1178,1,aFdnxZo7IzW,Ekobi Health Center,Imo,Owerri North,im Owerri North,xod2zGl32QR,FjiNyXde6Ae,xmRjV3Gx1H6,0,0,7.08897,5.51855
1179,1,YTl8KqGkHuW,Okwelle Primary Health Center,Imo,Unuimo,im Onuimo,xod2zGl32QR,uTRRg2zhU4D,uTRRg2zhU4D,0,0,7.1937,5.74592
1180,1,kkXXkrDgjHX,Jbirnin Kudu General Hospital,Jigawa,Birnin Kudu,jg Birnin Kudu,F8ealt899Lx,ZpjKf61i2Uc,ZpjKf61i2Uc,0,0,9.483,11.457
1181,1,wdDMO7hGPd9,Bamaina Primary Health Centre,Jigawa,Birnin Kudu,jg Birnin Kudu,F8ealt899Lx,ZpjKf61i2Uc,ZpjKf61i2Uc,0,0,9.563,11.366
1182,1,EgGUTcI2hMW,Birnin-Kudu Federal Medical Centre,Jigawa,Birnin Kudu,jg Birnin Kudu,F8ealt899Lx,ZpjKf61i2Uc,ZpjKf61i2Uc,0,0,9.483,11.442
1183,1,a7UjUzng5CR,Dutse General Hospital,Jigawa,Dutse,jg Dutse,F8ealt899Lx,obbfFvgh8Um,obbfFvgh8Um,0,0,9.365,11.724
1184,1,DN4mnc2LSZw,Rasheed Shekoni Specialist Hospital,Jigawa,Dutse,jg Dutse,F8ealt899Lx,obbfFvgh8Um,obbfFvgh8Um,0,0,9.337,11.679
1185,1,tt3h2ApZs2w,Gwaram Primary Health Centre,Jigawa,Gwaram,jg Gwaram,F8ealt899Lx,WlY47shYnnr,WlY47shYnnr,0,0,9.883,11.271
1186,1,mxrlJzun7W5,Gwiwa Model Primary Health Centre,Jigawa,Gwiwa,jg Gwiwa,F8ealt899Lx,wrEDuANgaVk,wrEDuANgaVk,0,0,8.34072,12.78574
1187,1,dGWGBrHxH5l,Hadejia General Hospital,Jigawa,Hadejia,jg Hadejia,F8ealt899Lx,vPxA5Pt1JGZ,vPxA5Pt1JGZ,1,0,10.04513696,12.47009895
1188,1,j8eePYmxQMa,Kofar Arewa Primary Health Centre,Jigawa,Hadejia,jg Hadejia,F8ealt899Lx,vPxA5Pt1JGZ,vPxA5Pt1JGZ,0,0,10.042,12.456
1189,1,ZagvON6QNVv,Gawuna Primary Health Centre,Jigawa,Hadejia,jg Hadejia,F8ealt899Lx,vPxA5Pt1JGZ,vPxA5Pt1JGZ,0,0,10.03,12.457
1190,1,FxDuhc7a7mg,Jahun General Hospital,Jigawa,Jahun,jg Jahun,F8ealt899Lx,sW1EiA2DlI3,sW1EiA2DlI3,0,0,9.623,12.079
1191,1,NeH5Pssl5JX,Jkazaure General Hospital,Jigawa,Kazaure,jg Kazaure,F8ealt899Lx,WvxEjK4hxfo,WvxEjK4hxfo,0,0,8.405,12.648
1192,1,VEB3JmuvRvA,Ringim General Hospital,Jigawa,Ringim,jg Ringim,F8ealt899Lx,f0TB3r61i5b,f0TB3r61i5b,0,0,9.155,12.147
1193,1,ldsIl5y9asH,Taura Primary Health Centre,Jigawa,Taura,jg Taura,F8ealt899Lx,aChfL7S45l8,aChfL7S45l8,0,0,9.288,12.229
1194,1,m4mw3TJxbJy,Jibrin Maigwari General Hospital,Kaduna,Birnin-Gwari,kd Birnin Gwari,ERH1gaeZSqG,z7cRKbwx8L7,z7cRKbwx8L7,0,0,6.53464,10.65841
1195,1,i6Rcojd7d9S,Sabo Tsaha Primary Health Center,Kaduna,Chikun,kd Chikun,ERH1gaeZSqG,A279VIsHpTI,A279VIsHpTI,1,0,7.218346175,10.3780023
1196,1,uQx06yCByKI,Hope For the Village Child,Kaduna,Chikun,kd Chikun,ERH1gaeZSqG,A279VIsHpTI,A279VIsHpTI,0,0,7.55612,10.44237
1197,1,JWZaYKHTAvt,Kasuwa Magani Primary Health Center,Kaduna,Chikun,kd Chikun,ERH1gaeZSqG,A279VIsHpTI,A279VIsHpTI,1,0,7.218346175,10.3780023
1198,1,nwcnPbXH2SR,Kujama Primary Health Center,Kaduna,Chikun,kd Chikun,ERH1gaeZSqG,A279VIsHpTI,A279VIsHpTI,0,0,7.63782,10.4579
1199,1,Os1iE6RNSnx,Sabon Tasha General Hospital,Kaduna,Chikun,kd Chikun,ERH1gaeZSqG,A279VIsHpTI,A279VIsHpTI,0,0,7.45629,10.38546
1200,1,FLqvfq0KBA4,Romi Primary Health Center,Kaduna,Chikun,kd Chikun,ERH1gaeZSqG,A279VIsHpTI,A279VIsHpTI,0,0,7.45046,10.45178
1201,1,qq4e0kfaUvb,Nasarawa Primary Health Center,Kaduna,Chikun,kd Chikun,ERH1gaeZSqG,A279VIsHpTI,A279VIsHpTI,1,0,7.218346175,10.3780023
1202,1,yXnTcKW3nuk,Kujama Rural Hospital,Kaduna,Chikun,kd Chikun,ERH1gaeZSqG,A279VIsHpTI,A279VIsHpTI,0,0,7.65083,10.48084
1203,1,J4Ec3FWnH6Q,Amina Hospital,Kaduna,Chikun,kd Chikun,ERH1gaeZSqG,A279VIsHpTI,A279VIsHpTI,1,0,7.218346175,10.3780023
1204,1,fiC3mpkjajt,Ahmadu Bello University Teaching Hospital - Shika,Kaduna,Giwa,kd Giwa,ERH1gaeZSqG,t4pYfQ9Skx4,t4pYfQ9Skx4,1,0,7.369008968,11.11937198
1205,1,ebLQTZgsfgz,Giwa General Hospital,Kaduna,Giwa,kd Giwa,ERH1gaeZSqG,t4pYfQ9Skx4,t4pYfQ9Skx4,0,0,7.4178,11.2801
1206,1,P2CO8dS7XTK,Jaji Comprehensive Health Center,Kaduna,Igabi,kd Igabi,ERH1gaeZSqG,dlxwQg99WoE,dlxwQg99WoE,0,0,7.56997,10.82337
1207,1,yjpPIoeNQLj,Turunku Rural Hospital,Kaduna,Igabi,kd Igabi,ERH1gaeZSqG,dlxwQg99WoE,dlxwQg99WoE,0,0,7.71029,10.8035
1208,1,OKrnMlZFkFf,Mararaban Jos Primary Health Center,Kaduna,Igabi,kd Igabi,ERH1gaeZSqG,dlxwQg99WoE,dlxwQg99WoE,0,0,7.51595,10.69732
1209,1,K0BNByM2t5V,Nasiha Hospital Rigasa,Kaduna,Igabi,kd Igabi,ERH1gaeZSqG,dlxwQg99WoE,dlxwQg99WoE,0,0,7.75277,10.70759
1210,1,b54iXGWcmCB,Kwoi General Hospital,Kaduna,Jaba,kd Jaba,ERH1gaeZSqG,uFaSs80gLIx,uFaSs80gLIx,0,0,7.99578,9.45929
1211,1,OCrU5mRDC9C,Child Welfare Clinic - Kwoi,Kaduna,Jaba,kd Jaba,ERH1gaeZSqG,uFaSs80gLIx,uFaSs80gLIx,1,0,8.04103295,9.474442271
1212,1,Md3GGdU4n1S,Jagindi Tasha Health Clinic,Kaduna,Jema'a,kd Jema'a,ERH1gaeZSqG,vufh9kqDnPj,vufh9kqDnPj,0,0,8.23361,9.34972
1213,1,tumi2lmViL2,New Era Maternity And Hospital,Kaduna,Jema'a,kd Jema'a,ERH1gaeZSqG,vufh9kqDnPj,vufh9kqDnPj,1,0,8.262145622,9.368341889
1214,1,nnO4MwYN93D,Barde Primary Health Center,Kaduna,Jema'a,kd Jema'a,ERH1gaeZSqG,vufh9kqDnPj,vufh9kqDnPj,0,0,8.03611,9.31731
1215,1,yR3KYnURaLT,Kafanchan Family Health Unit,Kaduna,Jema'a,kd Jema'a,ERH1gaeZSqG,vufh9kqDnPj,vufh9kqDnPj,1,0,8.262145622,9.368341889
1216,1,GPe3nnQbHA6,Kafanchan General Hospital,Kaduna,Jema'a,kd Jema'a,ERH1gaeZSqG,vufh9kqDnPj,vufh9kqDnPj,1,0,8.262145622,9.368341889
1217,1,f0wy9MgKtUx,Salem Medical Center - Kafanchan,Kaduna,Jema'a,kd Jema'a,ERH1gaeZSqG,vufh9kqDnPj,vufh9kqDnPj,1,0,8.262145622,9.368341889
1218,1,vuo72rgedTZ,Foltz Medical Center - Katari,Kaduna,Kachia,kd Kachia,ERH1gaeZSqG,ILwIROK4TTR,ILwIROK4TTR,0,0,7.45354,9.68857
1219,1,bSDq2EfthjS,Kachia General Hospital,Kaduna,Kachia,kd Kachia,ERH1gaeZSqG,ILwIROK4TTR,ILwIROK4TTR,0,0,7.96257,9.86013
1220,1,WdArBhoOacf,Doka Rural Hospital,Kaduna,Kachia,kd Kachia,ERH1gaeZSqG,ILwIROK4TTR,ILwIROK4TTR,1,0,7.649905067,9.832584394
1221,1,HWkSjwMUDvc,Badarawa Primary Health Center,Kaduna,Kaduna North,kd Kaduna North,ERH1gaeZSqG,U42lUlqw14s,U42lUlqw14s,1,0,7.435993978,10.54777073
1222,1,hD3xRpPBnWf,Ungwan Shanu Primary Health Center,Kaduna,Kaduna North,kd Kaduna North,ERH1gaeZSqG,U42lUlqw14s,U42lUlqw14s,0,0,7.43819,10.54694
1223,1,ZD8SEdhkeTQ,Kawo General Hospital,Kaduna,Kaduna North,kd Kaduna North,ERH1gaeZSqG,U42lUlqw14s,U42lUlqw14s,0,0,7.45079,10.58188
1224,1,dwAvWQFlxx2,Federation of Muslim Women Association of Nigeria (Fomwan) Hospital,Kaduna,Kaduna North,kd Kaduna North,ERH1gaeZSqG,U42lUlqw14s,U42lUlqw14s,0,0,7.45289,10.55305
1225,1,JDudfxSTSrO,Police Medical Center,Kaduna,Kaduna North,kd Kaduna North,ERH1gaeZSqG,U42lUlqw14s,U42lUlqw14s,0,0,7.43992,10.52005
1226,1,QwrkbFl3Uvj,Zakari Isah Memorial Clinic,Kaduna,Kaduna North,kd Kaduna North,ERH1gaeZSqG,U42lUlqw14s,U42lUlqw14s,1,0,7.435993978,10.54777073
1227,1,rWfabrVIqeg,Muslim Specialist Hospital,Kaduna,Kaduna North,kd Kaduna North,ERH1gaeZSqG,U42lUlqw14s,U42lUlqw14s,1,0,7.435993978,10.54777073
1228,1,V5Le2Ban78U,Hayin Banki Primary Health Center,Kaduna,Kaduna North,kd Kaduna North,ERH1gaeZSqG,U42lUlqw14s,U42lUlqw14s,0,0,7.44253,10.57485
1229,1,vpRIpHsK1EG,Al-Munnir Hospital,Kaduna,Kaduna North,kd Kaduna North,ERH1gaeZSqG,U42lUlqw14s,U42lUlqw14s,0,0,7.45979,10.55089
1230,1,aQTk0pRk6eY,Barau Dikko Specialist Hospital,Kaduna,Kaduna North,kd Kaduna North,ERH1gaeZSqG,U42lUlqw14s,U42lUlqw14s,0,0,7.44243,10.52546
1231,1,Gh18S2BxHKn,Tukur Malali Primary Health Center,Kaduna,Kaduna North,kd Kaduna North,ERH1gaeZSqG,U42lUlqw14s,U42lUlqw14s,1,0,7.435993978,10.54777073
1232,1,ZKGDUXMpiQh,Rafin Guza Primary Health Center,Kaduna,Kaduna North,kd Kaduna North,ERH1gaeZSqG,U42lUlqw14s,U42lUlqw14s,1,0,7.435993978,10.54777073
1233,1,xoXTB4clfGL,Maneks Hospital,Kaduna,kaduna South,kd Kaduna South,ERH1gaeZSqG,QaeAxjVVGmA,QaeAxjVVGmA,1,0,7.399224975,10.48490234
1234,1,gZeeGIFJ9KY,Barnawa Primary Health Center,Kaduna,kaduna South,kd Kaduna South,ERH1gaeZSqG,QaeAxjVVGmA,QaeAxjVVGmA,1,0,7.399224975,10.48490234
1235,1,zVAiLsWRBQb,Television Primary Health Center,Kaduna,kaduna South,kd Kaduna South,ERH1gaeZSqG,QaeAxjVVGmA,QaeAxjVVGmA,0,0,7.42547,10.4531
1236,1,Xs1MosdNYO5,Kudenda Primary Health Center,Kaduna,kaduna South,kd Kaduna South,ERH1gaeZSqG,QaeAxjVVGmA,QaeAxjVVGmA,0,0,7.3738,10.47911
1237,1,uq98eMvdS5R,Gwamna Awan General Hospital,Kaduna,kaduna South,kd Kaduna South,ERH1gaeZSqG,QaeAxjVVGmA,QaeAxjVVGmA,1,0,7.399224975,10.48490234
1238,1,mX4PekSaaS2,Harmony Hospital,Kaduna,kaduna South,kd Kaduna South,ERH1gaeZSqG,QaeAxjVVGmA,QaeAxjVVGmA,1,0,7.399224975,10.48490234
1239,1,pt20jaMEKHx,Yusuf Dantsoho Memorial Hospital,Kaduna,kaduna South,kd Kaduna South,ERH1gaeZSqG,QaeAxjVVGmA,QaeAxjVVGmA,1,0,7.399224975,10.48490234
1240,1,T0cw021kccu,Jowako Hospital,Kaduna,kaduna South,kd Kaduna South,ERH1gaeZSqG,QaeAxjVVGmA,QaeAxjVVGmA,1,0,7.399224975,10.48490234
1241,1,IzbxBJjD6IG,Makera I Primary Health Center,Kaduna,kaduna South,kd Kaduna South,ERH1gaeZSqG,QaeAxjVVGmA,QaeAxjVVGmA,1,0,7.399224975,10.48490234
1242,1,kz6Rbf9tmeF,Virtual Hospital,Kaduna,kaduna South,kd Kaduna South,ERH1gaeZSqG,QaeAxjVVGmA,QaeAxjVVGmA,1,0,7.399224975,10.48490234
1243,1,OF6w1FUfvSf,Narayi Primary Health Center,Kaduna,kaduna South,kd Kaduna South,ERH1gaeZSqG,QaeAxjVVGmA,QaeAxjVVGmA,1,0,7.399224975,10.48490234
1244,1,yfPEukzMBhy,St. Gerald's Hospital - Kaduna,Kaduna,kaduna South,kd Kaduna South,ERH1gaeZSqG,QaeAxjVVGmA,QaeAxjVVGmA,1,0,7.399224975,10.48490234
1245,1,k9ShWQ2CK5c,Jere Primary Health Center,Kaduna,Kagarko,kd Kagarko,ERH1gaeZSqG,Bc82bF99cN1,Bc82bF99cN1,1,0,7.629014914,9.475006525
1246,1,pyCjMH0xPyt,Kagarko Primary Health Center,Kaduna,Kagarko,kd Kagarko,ERH1gaeZSqG,Bc82bF99cN1,Bc82bF99cN1,0,0,7.69701,9.49143
1247,1,A5a1HEarbxU,Kagarko General Hospital,Kaduna,Kagarko,kd Kagarko,ERH1gaeZSqG,Bc82bF99cN1,Bc82bF99cN1,0,0,7.68777,9.49172
1248,1,uDPDgMxSdDU,Taffa Health Center,Kaduna,Kagarko,kd Kagarko,ERH1gaeZSqG,Bc82bF99cN1,Bc82bF99cN1,1,0,7.629014914,9.475006525
1249,1,Dg2qT9iJTaq,Mararaba Rido Primary Health Center,Kaduna,Kajuru,kd Kajuru,ERH1gaeZSqG,Vpd9OutI5QE,Vpd9OutI5QE,1,0,8.292280259,10.3011621
1250,1,mMBatyNbrv0,Idon Rural Hospital,Kaduna,Kajuru,kd Kajuru,ERH1gaeZSqG,Vpd9OutI5QE,Vpd9OutI5QE,1,0,8.292280259,10.3011621
1251,1,VYk8FuLG2G1,Turaki Buga Memorial Hospital,Kaduna,Kaura,kd Kaura,ERH1gaeZSqG,tkNy2sER8xX,tkNy2sER8xX,0,0,8.39783,9.63014
1252,1,VSapwRuy9o3,Laruth Health Facility,Kaduna,Kaura,kd Kaura,ERH1gaeZSqG,tkNy2sER8xX,tkNy2sER8xX,0,0,8.42881,9.63913
1253,1,NOFJMZXfbFx,Kaura Rural Hospital,Kaduna,Kaura,kd Kaura,ERH1gaeZSqG,tkNy2sER8xX,tkNy2sER8xX,1,0,8.46224542,9.613713671
1254,1,aGArDGnLt5O,Manchok Maternal And Child Health Clinic,Kaduna,Kaura,kd Kaura,ERH1gaeZSqG,tkNy2sER8xX,tkNy2sER8xX,0,0,8.51339,9.6691
1255,1,DzcxGhh17ZF,Kidugu Ii Model Primary Health Center,Kaduna,Kauru,kd Kauru,ERH1gaeZSqG,fk5t7pAg7Cm,fk5t7pAg7Cm,1,0,7.87706724,10.27064803
1256,1,cDo6JpmV6bP,Kauru Primary Health Center,Kaduna,Kauru,kd Kauru,ERH1gaeZSqG,fk5t7pAg7Cm,fk5t7pAg7Cm,1,0,7.87706724,10.27064803
1257,1,GRhndXkuvmD,Kauru Rural Hospital,Kaduna,Kauru,kd Kauru,ERH1gaeZSqG,fk5t7pAg7Cm,fk5t7pAg7Cm,1,0,7.87706724,10.27064803
1258,1,PoIQpdF8RTG,Pambegua General Hospital,Kaduna,Kubau,kd Kubau,ERH1gaeZSqG,k2dAp9r2mRa,k2dAp9r2mRa,1,0,8.360930499,10.86784609
1259,1,XSyW7R4zeNp,Pambegua Health Clinic,Kaduna,Kubau,kd Kubau,ERH1gaeZSqG,k2dAp9r2mRa,k2dAp9r2mRa,0,0,8.27415,10.68032
1260,1,bpGqH11T26K,Church of Christ In Nigeria (Cocin) Clinic And Maternity - Mararaba Kaduna,Kaduna,Kubau,kd Kubau,ERH1gaeZSqG,k2dAp9r2mRa,k2dAp9r2mRa,0,0,8.2143,10.81232
1261,1,bWhHCsWrqie,Anchau Primary Health Center,Kaduna,Kubau,kd Kubau,ERH1gaeZSqG,k2dAp9r2mRa,k2dAp9r2mRa,1,0,8.360930499,10.86784609
1262,1,XRzMMtgxpMU,Hunkuyi General Hospital,Kaduna,Kudan,kd Kudan,ERH1gaeZSqG,tXeGc4P4bXe,tXeGc4P4bXe,0,0,7.64776,11.26016
1263,1,rmUzUVT7bwW,Abadawa Primary Health Center,Kaduna,Lere,kd Lere,ERH1gaeZSqG,xgIRJYISVOB,xgIRJYISVOB,0,0,8.70821,10.39371
1264,1,IO38n1uX0Z7,Evangelical Church of West Africa (Ecwa) Comprehensive Health Center - Ungwan Bawa,Kaduna,Lere,kd Lere,ERH1gaeZSqG,xgIRJYISVOB,xgIRJYISVOB,0,0,8.72186,10.53637
1265,1,XCixcBgl6uz,Saminaka General Hospital,Kaduna,Lere,kd Lere,ERH1gaeZSqG,xgIRJYISVOB,xgIRJYISVOB,0,0,8.682,10.417
1266,1,qwEWFTHOXSA,Kasuwar Mata Primary Health Center,Kaduna,Makarfi,kd Makarfi,ERH1gaeZSqG,oPl04jv6omI,oPl04jv6omI,0,0,7.88059,11.37595
1267,1,QuiAPHqPxwY,Makarfi General Hospital,Kaduna,Makarfi,kd Makarfi,ERH1gaeZSqG,oPl04jv6omI,oPl04jv6omI,0,0,7.88571,11.38007
1268,1,nDa1uUKmVhb,Major Ibrahim Bello Abdullahi Memorial Hospital,Kaduna,Sabon-Gari,kd Sabon Gari,ERH1gaeZSqG,n81KW6HQJ9Q,n81KW6HQJ9Q,1,0,7.678402512,11.17230058
1269,1,HwVtJkZK6mX,Gwantu Primary Health Center,Kaduna,Sanga,kd Sanga,ERH1gaeZSqG,igUyFcgaVHP,igUyFcgaVHP,0,0,8.25646,9.22652
1270,1,GDk0Y7jIeAz,Combila Health Center,Kaduna,Sanga,kd Sanga,ERH1gaeZSqG,igUyFcgaVHP,igUyFcgaVHP,0,0,8.45791,9.22525
1271,1,CXY35SPtbPf,Gwantu General Hospital,Kaduna,Sanga,kd Sanga,ERH1gaeZSqG,igUyFcgaVHP,igUyFcgaVHP,0,0,8.46269,9.22314
1272,1,hduP3AR3vqA,Karshi Daji Health Center,Kaduna,Sanga,kd Sanga,ERH1gaeZSqG,igUyFcgaVHP,igUyFcgaVHP,0,0,8.53848,9.36499
1273,1,fEZq6XgTLT2,Maigana General Hospital,Kaduna,Soba,kd Soba,ERH1gaeZSqG,sWKNZPZj231,sWKNZPZj231,0,0,7.93956,11.02855
1274,1,uYxACgpJgI9,St. Louis Hospital - Zonkwa,Kaduna,Zangon-Kataf,kd Zango-Kataf,ERH1gaeZSqG,LRJl5ilFu2M,LRJl5ilFu2M,0,0,8.2776,9.7758
1275,1,jHjDEUVD87x,Zango-Kataf General Hospital,Kaduna,Zangon-Kataf,kd Zango-Kataf,ERH1gaeZSqG,LRJl5ilFu2M,LRJl5ilFu2M,1,0,8.236413814,9.840756701
1276,1,lLdc7dRUqzs,National Tuberculosis And Leprosy Training Center - Zaria,Kaduna,Zaria,kd Zaria,ERH1gaeZSqG,bKXKmhOnPpK,bKXKmhOnPpK,1,0,7.705397167,11.03802004
1277,1,LOJ8j4vLoJZ,Anna-Kitcher Hospital,Kaduna,Zaria,kd Zaria,ERH1gaeZSqG,bKXKmhOnPpK,bKXKmhOnPpK,0,0,7.68247,11.07495
1278,1,V0IswqM1byH,Hajiya Gambo Sawaba Hospital,Kaduna,Zaria,kd Zaria,ERH1gaeZSqG,bKXKmhOnPpK,bKXKmhOnPpK,0,0,7.69907,11.04081
1279,1,IwTrwdDosMz,Tiga General Hospital,Kano,Bebeji,kn Bebeji,J1P31dMvu7x,TRlSNplN5Jg,TRlSNplN5Jg,1,0,8.312171498,11.50525243
1280,1,iHPt9BTPDy6,Bichi General Hospital,Kano,Bichi,kn Bichi,J1P31dMvu7x,Ndb1V96smxI,Ndb1V96smxI,1,0,8.272331225,12.26128862
1281,1,yNjhW4au9Gd,Dala Maternal And Child Health Clinic,Kano,Dala,kn Dala,J1P31dMvu7x,i39m25bqb6I,i39m25bqb6I,1,0,8.501239854,12.00824125
1282,1,oqoqv4gYI7b,Danbatta General Hospital,Kano,Dambatta,kn Dambatta,J1P31dMvu7x,qJxw5bx87ef,qJxw5bx87ef,0,0,8.51359,12.42844
1283,1,OYIdJmk5zld,Dawakin Kudu General Hospital,Kano,Dawakin Kudu,kn Dawakin Kudu,J1P31dMvu7x,QuSjorQMTIB,QuSjorQMTIB,0,0,8.60163,11.83937
1284,1,kUtyn0U4Zl4,Dawakin Tofa General Hospital,Kano,Dawakin Tofa,kn Dawakin Tofa,J1P31dMvu7x,lxaYSoNWlnj,lxaYSoNWlnj,1,0,8.397012787,12.13543281
1285,1,KrsNTx44G1I,Doguwa General Hospital,Kano,Doguwa,kn Doguwa,J1P31dMvu7x,bFp5n4wtPuS,bFp5n4wtPuS,0,0,8.59026,10.73568
1286,1,gKQbBiMDnKy,Sheikh Mohammed Jidda General Hospital,Kano,Fagge,kn Fagge,J1P31dMvu7x,WdewJdiYf0U,WdewJdiYf0U,1,0,8.533934108,12.01512009
1287,1,jLRtj3a2Tt2,International Clinic,Kano,Fagge,kn Fagge,J1P31dMvu7x,WdewJdiYf0U,WdewJdiYf0U,0,0,8.54243,12.01042
1288,1,A30KxirCAp2,Khadijat Memorial Hospital (Fge),Kano,Fagge,kn Fagge,J1P31dMvu7x,WdewJdiYf0U,WdewJdiYf0U,0,0,8.52099,12.02166
1289,1,o7hgxd8M2UG,Kano Infectious Diseases Hospital,Kano,Fagge,kn Fagge,J1P31dMvu7x,WdewJdiYf0U,WdewJdiYf0U,0,0,8.52963,12.01442
1290,1,kX8xnWAHMN1,Gaya General Hospital,Kano,Gaya,kn Gaya,J1P31dMvu7x,ytb5bLhe4XQ,ytb5bLhe4XQ,1,0,9.05497551,11.78402637
1291,1,cDBBCOyZlvK,Gezewa General Hospital,Kano,Gezawa,kn Gezawa,J1P31dMvu7x,pK6V4j3qOzW,pK6V4j3qOzW,0,0,8.752,12.0881
1292,1,EVCDM84gVrc,Gwarzo General Hospital,Kano,Gwarzo,kn Gwarzo,J1P31dMvu7x,M7JgWP2RFy2,M7JgWP2RFy2,0,0,7.93792,11.92625
1293,1,MI3hLVjIws5,Murtala Mohammed Specialist Hospital,Kano,Kano Municipal,kn Kano Municipal,J1P31dMvu7x,sD1YPwvBkpv,sD1YPwvBkpv,1,0,8.501233851,11.9578502
1294,1,RHLPUEDKJTO,Hasiya Bayero Paediatric Hospital,Kano,Kano Municipal,kn Kano Municipal,J1P31dMvu7x,sD1YPwvBkpv,sD1YPwvBkpv,1,0,8.501233851,11.9578502
1295,1,JFPyJJ7irKh,Nuhu Bamalli Maternity Hospital,Kano,Kano Municipal,kn Kano Municipal,J1P31dMvu7x,sD1YPwvBkpv,sD1YPwvBkpv,1,0,8.501233851,11.9578502
1296,1,DZxg34grxaq,Karaye Comprehensive Health Center,Kano,Karaye,kn Karaye,J1P31dMvu7x,PHt2f7SlMsk,PHt2f7SlMsk,0,0,8.02218,11.77729
1297,1,dFYjCTSglK9,Comprehensive Health Centre Kiru,Kano,Kiru,kn Kiru,J1P31dMvu7x,npR1mmZD3MR,npR1mmZD3MR,0,0,8.13536,11.7065
1298,1,FI1b1lrL3xn,Kumbotso Comprehensive Health Center,Kano,Kumbotso,kn Kumbotso,J1P31dMvu7x,pdPUuTMC9Y9,pdPUuTMC9Y9,1,0,8.526259773,11.91781578
1299,1,qkQLc203fsM,Kura General Hospital,Kano,Kura,kn Kura,J1P31dMvu7x,IkjqwHIYoJZ,IkjqwHIYoJZ,0,0,8.42409,11.77805
